,국가명,KTO카테고리소분류,소비금액비율
202301,대만,전체,1.29
202302,대만,전체,1.45
202303,대만,전체,1.41
202304,대만,전체,1.51
202305,대만,전체,1.32
202306,대만,전체,1.97
202307,대만,전체,1.83
202308,대만,전체,1.81
202309,대만,전체,2.76
202310,대만,전체,2.17
202311,대만,전체,2.97
202312,대만,전체,3.91
