기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202301,대만,피부과,38.9
202301,대만,성형외과,43.59
202301,대만,대학/종합병원,5.05
202301,대만,안과,3.02
202301,대만,약국,5.1
202301,대만,치과,3.42
202301,대만,한의학과,0.89
202301,대만,한약방,0.03
202302,대만,피부과,39.8
202302,대만,성형외과,46.85
202302,대만,대학/종합병원,4.62
202302,대만,안과,0.62
202302,대만,약국,5.01
202302,대만,치과,1.43
202302,대만,한의학과,1.65
202302,대만,한약방,0.02
202303,대만,피부과,41.71
202303,대만,성형외과,40.31
202303,대만,대학/종합병원,6.47
202303,대만,안과,0.72
202303,대만,약국,5.26
202303,대만,치과,3.49
202303,대만,한의학과,2.02
202303,대만,한약방,0.02
202304,대만,피부과,50.18
202304,대만,성형외과,33.35
202304,대만,대학/종합병원,3.07
202304,대만,안과,2.33
202304,대만,약국,5.58
202304,대만,치과,2.33
202304,대만,한의학과,3.14
202304,대만,한약방,0.02
202305,대만,피부과,44.82
202305,대만,성형외과,44.09
202305,대만,대학/종합병원,3.97
202305,대만,안과,0.01
202305,대만,약국,4.34
202305,대만,치과,1.46
202305,대만,한의학과,1.24
202305,대만,한약방,0.06
202306,대만,피부과,41.66
202306,대만,성형외과,44.28
202306,대만,대학/종합병원,5.47
202306,대만,안과,1.61
202306,대만,약국,4.48
202306,대만,치과,1.71
202306,대만,한의학과,0.78
202306,대만,한약방,0.02
202307,대만,피부과,45.85
202307,대만,성형외과,41.63
202307,대만,대학/종합병원,4.99
202307,대만,안과,0.62
202307,대만,약국,5.14
202307,대만,치과,1.34
202307,대만,한의학과,0.38
202307,대만,한약방,0.04
202308,대만,피부과,44.33
202308,대만,성형외과,42.49
202308,대만,대학/종합병원,5.07
202308,대만,안과,1.51
202308,대만,약국,5.43
202308,대만,치과,0.88
202308,대만,한의학과,0.23
202308,대만,한약방,0.05
202309,대만,피부과,49.24
202309,대만,성형외과,39.74
202309,대만,대학/종합병원,6.12
202309,대만,안과,0.17
202309,대만,약국,3.49
202309,대만,치과,0.77
202309,대만,한의학과,0.45
202309,대만,한약방,0.01
202310,대만,피부과,60.19
202310,대만,성형외과,31.38
202310,대만,대학/종합병원,1.95
202310,대만,안과,0.79
202310,대만,약국,4.03
202310,대만,치과,1.01
202310,대만,한의학과,0.64
202310,대만,한약방,0.01
202311,대만,피부과,50.93
202311,대만,성형외과,41.59
202311,대만,대학/종합병원,2.26
202311,대만,안과,1.71
202311,대만,약국,2.37
202311,대만,치과,0.75
202311,대만,한의학과,0.35
202311,대만,한약방,0.03
202312,대만,피부과,48.69
202312,대만,성형외과,33.65
202312,대만,대학/종합병원,11.85
202312,대만,안과,2.29
202312,대만,약국,2.17
202312,대만,치과,0.86
202312,대만,한의학과,0.49
202312,대만,한약방,0.01
