국가명,기준연월,소비건수
대만,202301,1256.0
대만,202302,1442.0
대만,202303,1922.0
대만,202304,2507.0
대만,202305,2299.0
대만,202306,3131.0
대만,202307,2791.0
대만,202308,2933.0
대만,202309,3693.0
대만,202310,3903.0
대만,202311,3808.0
대만,202312,4123.0
