기준연월,시도명,소비금액_(전체)
2018,충청북도,604742.0
2019,충청북도,599933.0
2020,충청북도,497812.0
2021,충청북도,453339.0
2022,충청북도,722846.0
2023,충청북도,822681.0
2024,충청북도,1054607.0
2025,충청북도,1501575.0
2026,충청북도,1087459.0
