기준연월,시도명,소비건수_(전체)
202501,강원특별자치도,1094.0
202502,강원특별자치도,848.0
202503,강원특별자치도,1025.0
202504,강원특별자치도,1305.0
202505,강원특별자치도,1450.0
202506,강원특별자치도,1355.0
202507,강원특별자치도,1410.0
202508,강원특별자치도,1036.0
202509,강원특별자치도,1294.0
202510,강원특별자치도,1544.0
202511,강원특별자치도,1368.0
202512,강원특별자치도,1820.0
