방문자 거주지,방문지,방문자 수 비율(%)
홍콩,서울특별시,38.9
홍콩,인천광역시,19.2
홍콩,경기도,10.8
홍콩,부산광역시,9.8
홍콩,제주특별자치도,6.6
홍콩,강원특별자치도,2.6
홍콩,경상남도,2.3
홍콩,전라남도,1.9
홍콩,경상북도,1.6
홍콩,대구광역시,1.3
홍콩,충청남도,1.2
홍콩,전북특별자치도,1.0
홍콩,울산광역시,0.9
홍콩,충청북도,0.8
홍콩,대전광역시,0.5
홍콩,광주광역시,0.3
홍콩,세종특별자치시,0.2
