기준연월,시도명,소비건수_(전체)
2018,광주광역시,3848.0
2019,광주광역시,4545.0
2020,광주광역시,2729.0
2021,광주광역시,3734.0
2022,광주광역시,5931.0
2023,광주광역시,7670.0
2024,광주광역시,9512.0
2025,광주광역시,11437.0
2026,광주광역시,7158.0
