방문자 거주지,방문지,관광소비비율(%)
미국,서울특별시,46.8
미국,경기도,27.6
미국,인천광역시,6.8
미국,부산광역시,5.1
미국,대구광역시,2.4
미국,경상남도,1.8
미국,제주특별자치도,1.6
미국,전북특별자치도,1.5
미국,충청남도,1.5
미국,경상북도,1.4
미국,강원특별자치도,1.1
미국,대전광역시,0.8
미국,충청북도,0.4
미국,광주광역시,0.4
미국,전라남도,0.4
미국,울산광역시,0.3
미국,세종특별자치시,0.1
