,국가명,KTO카테고리소분류,소비건수비율
202201,일본,전체,7.82
202202,일본,전체,8.78
202203,일본,전체,8.58
202204,일본,전체,7.33
202205,일본,전체,6.76
202206,일본,전체,5.78
202207,일본,전체,6.53
202208,일본,전체,10.74
202209,일본,전체,8.51
202210,일본,전체,8.88
202211,일본,전체,9.06
202212,일본,전체,9.77
