기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202201,일본,성형외과,21.33
202201,일본,피부과,13.35
202201,일본,한의학과,25.87
202201,일본,치과,12.59
202201,일본,대학/종합병원,18.58
202201,일본,약국,6.98
202201,일본,안과,1.3
202202,일본,성형외과,20.89
202202,일본,피부과,17.49
202202,일본,한의학과,21.92
202202,일본,치과,13.37
202202,일본,대학/종합병원,15.93
202202,일본,약국,7.68
202202,일본,안과,2.71
202202,일본,한약방,0.01
202203,일본,성형외과,32.78
202203,일본,피부과,19.26
202203,일본,한의학과,13.24
202203,일본,치과,14.94
202203,일본,대학/종합병원,10.97
202203,일본,약국,6.79
202203,일본,안과,2.01
202203,일본,한약방,0.02
202204,일본,성형외과,21.97
202204,일본,피부과,24.02
202204,일본,한의학과,14.8
202204,일본,치과,13.67
202204,일본,대학/종합병원,16.85
202204,일본,약국,6.84
202204,일본,안과,1.78
202204,일본,한약방,0.07
202205,일본,성형외과,30.11
202205,일본,피부과,16.57
202205,일본,한의학과,10.98
202205,일본,치과,17.2
202205,일본,대학/종합병원,18.82
202205,일본,약국,5.47
202205,일본,안과,0.79
202205,일본,한약방,0.07
202206,일본,성형외과,27.4
202206,일본,피부과,20.07
202206,일본,한의학과,11.48
202206,일본,치과,14.62
202206,일본,대학/종합병원,20.41
202206,일본,약국,5.02
202206,일본,안과,0.99
202206,일본,한약방,0.01
202207,일본,성형외과,54.64
202207,일본,피부과,14.5
202207,일본,한의학과,7.14
202207,일본,치과,8.69
202207,일본,대학/종합병원,10.23
202207,일본,약국,3.85
202207,일본,안과,0.93
202207,일본,한약방,0.02
202208,일본,성형외과,58.93
202208,일본,피부과,14.87
202208,일본,한의학과,5.03
202208,일본,치과,7.51
202208,일본,대학/종합병원,9.41
202208,일본,약국,3.61
202208,일본,안과,0.61
202208,일본,한약방,0.03
202209,일본,성형외과,62.2
202209,일본,피부과,18.84
202209,일본,한의학과,3.96
202209,일본,치과,5.74
202209,일본,대학/종합병원,5.08
202209,일본,약국,3.62
202209,일본,안과,0.52
202209,일본,한약방,0.04
202210,일본,성형외과,54.25
202210,일본,피부과,26.44
202210,일본,한의학과,5.64
202210,일본,치과,6.31
202210,일본,대학/종합병원,3.44
202210,일본,약국,3.79
202210,일본,안과,0.13
202210,일본,한약방,0.01
202211,일본,성형외과,54.22
202211,일본,피부과,30.0
202211,일본,한의학과,5.18
202211,일본,치과,3.95
202211,일본,대학/종합병원,2.6
202211,일본,약국,3.69
202211,일본,안과,0.32
202211,일본,한약방,0.05
202212,일본,성형외과,53.37
202212,일본,피부과,28.86
202212,일본,한의학과,5.54
202212,일본,치과,4.91
202212,일본,대학/종합병원,3.49
202212,일본,약국,3.43
202212,일본,안과,0.4
202212,일본,한약방,0.01
