기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202201,일본,약국,46.39
202201,일본,피부과,8.41
202201,일본,성형외과,4.67
202201,일본,대학/종합병원,22.02
202201,일본,한의학과,9.64
202201,일본,치과,7.67
202201,일본,안과,1.19
202202,일본,약국,45.86
202202,일본,피부과,8.6
202202,일본,성형외과,4.51
202202,일본,대학/종합병원,22.2
202202,일본,한의학과,10.7
202202,일본,치과,6.9
202202,일본,안과,1.09
202202,일본,한약방,0.14
202203,일본,약국,50.96
202203,일본,피부과,7.84
202203,일본,성형외과,4.75
202203,일본,대학/종합병원,19.74
202203,일본,한의학과,7.88
202203,일본,치과,7.44
202203,일본,안과,1.15
202203,일본,한약방,0.24
202204,일본,약국,43.82
202204,일본,피부과,9.66
202204,일본,성형외과,4.46
202204,일본,대학/종합병원,26.6
202204,일본,한의학과,6.98
202204,일본,치과,6.89
202204,일본,안과,1.48
202204,일본,한약방,0.12
202205,일본,약국,41.43
202205,일본,피부과,8.85
202205,일본,성형외과,5.2
202205,일본,대학/종합병원,30.44
202205,일본,한의학과,6.12
202205,일본,치과,6.73
202205,일본,안과,1.18
202205,일본,한약방,0.06
202206,일본,약국,38.23
202206,일본,피부과,9.67
202206,일본,성형외과,4.91
202206,일본,대학/종합병원,34.18
202206,일본,한의학과,6.14
202206,일본,치과,5.69
202206,일본,안과,1.07
202206,일본,한약방,0.12
202207,일본,약국,39.65
202207,일본,피부과,9.36
202207,일본,성형외과,9.01
202207,일본,대학/종합병원,30.46
202207,일본,한의학과,5.92
202207,일본,치과,4.69
202207,일본,안과,0.83
202207,일본,한약방,0.09
202208,일본,약국,39.97
202208,일본,피부과,10.88
202208,일본,성형외과,11.09
202208,일본,대학/종합병원,28.57
202208,일본,한의학과,4.47
202208,일본,치과,4.25
202208,일본,안과,0.67
202208,일본,한약방,0.1
202209,일본,약국,45.83
202209,일본,피부과,14.98
202209,일본,성형외과,16.62
202209,일본,대학/종합병원,13.37
202209,일본,한의학과,4.13
202209,일본,치과,4.24
202209,일본,안과,0.69
202209,일본,한약방,0.14
202210,일본,약국,46.4
202210,일본,피부과,18.94
202210,일본,성형외과,17.71
202210,일본,대학/종합병원,7.42
202210,일본,한의학과,4.87
202210,일본,치과,3.99
202210,일본,안과,0.58
202210,일본,한약방,0.07
202211,일본,약국,44.09
202211,일본,피부과,20.86
202211,일본,성형외과,19.16
202211,일본,대학/종합병원,7.21
202211,일본,한의학과,4.54
202211,일본,치과,3.48
202211,일본,안과,0.51
202211,일본,한약방,0.16
202212,일본,약국,45.14
202212,일본,피부과,21.0
202212,일본,성형외과,17.73
202212,일본,대학/종합병원,6.43
202212,일본,한의학과,5.08
202212,일본,치과,3.76
202212,일본,안과,0.67
202212,일본,한약방,0.18
