,국가명,KTO카테고리소분류,소비금액비율
202201,일본,전체,6.86
202202,일본,전체,6.56
202203,일본,전체,8.08
202204,일본,전체,5.05
202205,일본,전체,5.2
202206,일본,전체,4.07
202207,일본,전체,7.61
202208,일본,전체,13.39
202209,일본,전체,11.24
202210,일본,전체,11.26
202211,일본,전체,12.22
202212,일본,전체,14.23
