국가명,기준연월,소비건수
일본,202201,3102.0
일본,202202,3478.0
일본,202203,4250.0
일본,202204,4327.0
일본,202205,5004.0
일본,202206,4871.0
일본,202207,6424.0
일본,202208,9816.0
일본,202209,7719.0
일본,202210,9591.0
일본,202211,9628.0
일본,202212,10409.0
