국가명,KTO카테고리소분류,소비금액비율(카테고리별)
일본,대학/종합병원,7.27
일본,성형외과,50.62
일본,안과,0.63
일본,약국,4.13
일본,치과,7.46
일본,피부과,22.72
일본,한약방,0.03
일본,한의학과,7.14
