기준연월,시도명,소비건수_(전체)
2018,울산광역시,2825.0
2019,울산광역시,2873.0
2020,울산광역시,2378.0
2021,울산광역시,3393.0
2022,울산광역시,4500.0
2023,울산광역시,5186.0
2024,울산광역시,6868.0
2025,울산광역시,8032.0
2026,울산광역시,5015.0
