기준연월,시도명,소비건수_(전체)
202501,전라남도,490.0
202502,전라남도,363.0
202503,전라남도,527.0
202504,전라남도,708.0
202505,전라남도,703.0
202506,전라남도,676.0
202507,전라남도,693.0
202508,전라남도,578.0
202509,전라남도,688.0
202510,전라남도,776.0
202511,전라남도,729.0
202512,전라남도,711.0
