국가명,기준연월,소비금액
글로벌,2018,2.9583466E8
글로벌,2019,3.88618581E8
글로벌,2020,1.42213622E8
글로벌,2021,1.1380951E8
글로벌,2022,2.6299094E8
글로벌,2023,5.81715547E8
글로벌,2024,1.03878922E9
글로벌,2025,1.722843271E9
글로벌,2026,1.193144419E9
