국가명,기준연월,소비건수
글로벌,2018,668665.0
글로벌,2019,880483.0
글로벌,2020,508909.0
글로벌,2021,539766.0
글로벌,2022,947310.0
글로벌,2023,1659088.0
글로벌,2024,2536769.0
글로벌,2025,3832383.0
글로벌,2026,2819619.0
