국가명,KTO카테고리소분류,소비건수비율(카테고리별)
태국,대학/종합병원,10.02
태국,성형외과,12.3
태국,안과,0.88
태국,약국,57.95
태국,치과,7.58
태국,피부과,7.68
태국,한약방,0.35
태국,한의학과,3.24
