국가명,KTO카테고리소분류,소비금액비율(카테고리별)
태국,대학/종합병원,6.11
태국,성형외과,74.67
태국,안과,1.0
태국,약국,5.24
태국,치과,4.59
태국,피부과,6.96
태국,한약방,0.02
태국,한의학과,1.42
