,국가명,KTO카테고리소분류,소비금액비율
202001,태국,전체,1.6
202002,태국,전체,2.95
202003,태국,전체,0.6
202004,태국,전체,1.53
202005,태국,전체,0.95
202006,태국,전체,0.69
202007,태국,전체,0.49
202008,태국,전체,0.75
202009,태국,전체,0.53
202010,태국,전체,0.9
202011,태국,전체,0.57
202012,태국,전체,0.45
