기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202001,태국,치과,1.8
202001,태국,성형외과,86.42
202001,태국,피부과,5.34
202001,태국,대학/종합병원,1.82
202001,태국,약국,4.54
202001,태국,한의학과,0.06
202001,태국,안과,0.0
202001,태국,한약방,0.02
202002,태국,치과,1.0
202002,태국,성형외과,88.32
202002,태국,피부과,4.17
202002,태국,대학/종합병원,1.31
202002,태국,약국,4.51
202002,태국,한의학과,0.08
202002,태국,안과,0.6
202002,태국,한약방,0.01
202003,태국,치과,14.33
202003,태국,성형외과,44.85
202003,태국,피부과,10.98
202003,태국,대학/종합병원,19.19
202003,태국,약국,8.48
202003,태국,한의학과,2.1
202003,태국,안과,0.06
202004,태국,치과,4.93
202004,태국,성형외과,76.6
202004,태국,피부과,2.23
202004,태국,대학/종합병원,10.52
202004,태국,약국,3.43
202004,태국,한의학과,2.25
202004,태국,안과,0.02
202004,태국,한약방,0.01
202005,태국,치과,13.72
202005,태국,성형외과,40.88
202005,태국,피부과,11.58
202005,태국,대학/종합병원,3.1
202005,태국,약국,6.83
202005,태국,한의학과,1.9
202005,태국,안과,21.98
202005,태국,한약방,0.02
202006,태국,치과,18.33
202006,태국,성형외과,40.34
202006,태국,피부과,12.63
202006,태국,대학/종합병원,18.77
202006,태국,약국,8.48
202006,태국,한의학과,1.31
202006,태국,안과,0.14
202007,태국,치과,8.14
202007,태국,성형외과,21.28
202007,태국,피부과,22.89
202007,태국,대학/종합병원,25.58
202007,태국,약국,10.37
202007,태국,한의학과,11.45
202007,태국,안과,0.27
202007,태국,한약방,0.02
202008,태국,치과,12.38
202008,태국,성형외과,12.25
202008,태국,피부과,16.78
202008,태국,대학/종합병원,47.25
202008,태국,약국,6.69
202008,태국,한의학과,2.34
202008,태국,안과,2.31
202009,태국,치과,15.68
202009,태국,성형외과,21.11
202009,태국,피부과,19.58
202009,태국,대학/종합병원,30.79
202009,태국,약국,11.33
202009,태국,한의학과,1.45
202009,태국,안과,0.03
202009,태국,한약방,0.05
202010,태국,치과,14.53
202010,태국,성형외과,40.29
202010,태국,피부과,11.62
202010,태국,대학/종합병원,11.88
202010,태국,약국,5.16
202010,태국,한의학과,16.37
202010,태국,안과,0.13
202010,태국,한약방,0.02
202011,태국,치과,7.77
202011,태국,성형외과,43.22
202011,태국,피부과,20.29
202011,태국,대학/종합병원,14.03
202011,태국,약국,8.02
202011,태국,한의학과,6.19
202011,태국,안과,0.48
202012,태국,치과,32.53
202012,태국,성형외과,23.87
202012,태국,피부과,15.96
202012,태국,대학/종합병원,14.65
202012,태국,약국,8.63
202012,태국,한의학과,4.24
202012,태국,안과,0.11
202012,태국,한약방,0.02
