기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202001,태국,약국,64.37
202001,태국,대학/종합병원,4.41
202001,태국,치과,3.73
202001,태국,피부과,6.0
202001,태국,성형외과,20.02
202001,태국,한의학과,1.02
202001,태국,안과,0.11
202001,태국,한약방,0.34
202002,태국,약국,70.68
202002,태국,대학/종합병원,2.58
202002,태국,치과,2.2
202002,태국,피부과,5.44
202002,태국,성형외과,17.38
202002,태국,한의학과,1.05
202002,태국,안과,0.1
202002,태국,한약방,0.57
202003,태국,약국,52.23
202003,태국,대학/종합병원,24.4
202003,태국,치과,7.22
202003,태국,피부과,8.93
202003,태국,성형외과,4.47
202003,태국,한의학과,1.03
202003,태국,안과,1.72
202004,태국,약국,56.31
202004,태국,대학/종합병원,10.58
202004,태국,치과,9.56
202004,태국,피부과,6.14
202004,태국,성형외과,10.58
202004,태국,한의학과,5.12
202004,태국,안과,1.37
202004,태국,한약방,0.34
202005,태국,약국,55.96
202005,태국,대학/종합병원,6.29
202005,태국,치과,7.62
202005,태국,피부과,10.26
202005,태국,성형외과,12.25
202005,태국,한의학과,4.3
202005,태국,안과,2.98
202005,태국,한약방,0.33
202006,태국,약국,50.0
202006,태국,대학/종합병원,15.29
202006,태국,치과,11.76
202006,태국,피부과,8.24
202006,태국,성형외과,8.82
202006,태국,한의학과,5.0
202006,태국,안과,0.88
202007,태국,약국,49.85
202007,태국,대학/종합병원,12.69
202007,태국,치과,9.29
202007,태국,피부과,8.05
202007,태국,성형외과,10.53
202007,태국,한의학과,8.05
202007,태국,안과,1.24
202007,태국,한약방,0.31
202008,태국,약국,50.76
202008,태국,대학/종합병원,16.21
202008,태국,치과,12.23
202008,태국,피부과,8.56
202008,태국,성형외과,5.2
202008,태국,한의학과,6.12
202008,태국,안과,0.92
202009,태국,약국,50.49
202009,태국,대학/종합병원,10.1
202009,태국,치과,10.75
202009,태국,피부과,12.38
202009,태국,성형외과,9.12
202009,태국,한의학과,6.19
202009,태국,안과,0.33
202009,태국,한약방,0.65
202010,태국,약국,52.99
202010,태국,대학/종합병원,14.96
202010,태국,치과,13.25
202010,태국,피부과,8.97
202010,태국,성형외과,5.98
202010,태국,한의학과,2.14
202010,태국,안과,0.85
202010,태국,한약방,0.85
202011,태국,약국,52.44
202011,태국,대학/종합병원,12.0
202011,태국,치과,12.0
202011,태국,피부과,9.78
202011,태국,성형외과,8.44
202011,태국,한의학과,3.11
202011,태국,안과,2.22
202012,태국,약국,44.78
202012,태국,대학/종합병원,20.88
202012,태국,치과,13.47
202012,태국,피부과,8.75
202012,태국,성형외과,5.72
202012,태국,한의학과,4.38
202012,태국,안과,1.68
202012,태국,한약방,0.34
