,국가명,KTO카테고리소분류,소비건수비율
202001,태국,전체,0.88
202002,태국,전체,1.32
202003,태국,전체,1.11
202004,태국,전체,1.21
202005,태국,전체,1.04
202006,태국,전체,0.99
202007,태국,전체,0.86
202008,태국,전체,0.95
202009,태국,전체,0.9
202010,태국,전체,0.68
202011,태국,전체,0.62
202012,태국,전체,0.79
