기준연월,시도명,소비건수_(전체)
202501,서울특별시,121256.0
202502,서울특별시,117139.0
202503,서울특별시,184466.0
202504,서울특별시,227478.0
202505,서울특별시,227412.0
202506,서울특별시,225837.0
202507,서울특별시,203198.0
202508,서울특별시,186434.0
202509,서울특별시,257935.0
202510,서울특별시,257236.0
202511,서울특별시,299100.0
202512,서울특별시,278762.0
