방문자 거주지,방문지,업종대분류명,업종중분류명,대분류 소비액 비율(%),중분류 소비액 비율(%)
미국,서울특별시,쇼핑업,대형쇼핑몰,37.3,51.4
미국,서울특별시,쇼핑업,레저용품쇼핑,37.3,3.9
미국,서울특별시,쇼핑업,기타관광쇼핑,37.3,38.5
미국,서울특별시,쇼핑업,면세점,37.3,6.2
미국,서울특별시,숙박업,호텔,21.0,87.0
미국,서울특별시,숙박업,캠핑장/펜션,21.0,0.1
미국,서울특별시,숙박업,기타숙박,21.0,12.7
미국,서울특별시,숙박업,콘도,21.0,0.2
미국,서울특별시,식음료업,일반외식업,16.1,81.5
미국,서울특별시,식음료업,제과음료업,16.1,18.5
미국,서울특별시,여가서비스업,골프장,1.1,4.0
미국,서울특별시,여가서비스업,기타레저,1.1,54.4
미국,서울특별시,여가서비스업,문화서비스,1.1,41.2
미국,서울특별시,여가서비스업,관광유원시설,1.1,0.5
미국,서울특별시,여행업,여행업,0.2,100.0
미국,서울특별시,운송업,육상운송,4.1,86.3
미국,서울특별시,운송업,항공운송,4.1,11.8
미국,서울특별시,운송업,렌터카,4.1,1.7
미국,서울특별시,운송업,수상운송,4.1,0.3
미국,서울특별시,의료웰니스업,의료관광,20.2,66.9
미국,서울특별시,의료웰니스업,뷰티,20.2,33.1
