기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202401,홍콩,약국,49.23
202401,홍콩,피부과,19.37
202401,홍콩,치과,7.49
202401,홍콩,성형외과,7.97
202401,홍콩,대학/종합병원,10.18
202401,홍콩,한의학과,3.98
202401,홍콩,안과,1.7
202401,홍콩,한약방,0.07
202402,홍콩,약국,49.12
202402,홍콩,피부과,21.29
202402,홍콩,치과,6.07
202402,홍콩,성형외과,8.9
202402,홍콩,대학/종합병원,9.5
202402,홍콩,한의학과,3.5
202402,홍콩,안과,1.59
202402,홍콩,한약방,0.04
202403,홍콩,약국,44.09
202403,홍콩,피부과,28.18
202403,홍콩,치과,5.14
202403,홍콩,성형외과,10.96
202403,홍콩,대학/종합병원,7.1
202403,홍콩,한의학과,2.77
202403,홍콩,안과,1.62
202403,홍콩,한약방,0.14
202404,홍콩,약국,43.36
202404,홍콩,피부과,30.52
202404,홍콩,치과,5.53
202404,홍콩,성형외과,9.11
202404,홍콩,대학/종합병원,5.83
202404,홍콩,한의학과,4.08
202404,홍콩,안과,1.55
202404,홍콩,한약방,0.02
202405,홍콩,약국,42.37
202405,홍콩,피부과,33.26
202405,홍콩,치과,4.72
202405,홍콩,성형외과,9.49
202405,홍콩,대학/종합병원,5.54
202405,홍콩,한의학과,3.03
202405,홍콩,안과,1.48
202405,홍콩,한약방,0.12
202406,홍콩,약국,42.54
202406,홍콩,피부과,34.43
202406,홍콩,치과,5.16
202406,홍콩,성형외과,8.77
202406,홍콩,대학/종합병원,4.9
202406,홍콩,한의학과,2.68
202406,홍콩,안과,1.46
202406,홍콩,한약방,0.07
202407,홍콩,약국,44.07
202407,홍콩,피부과,30.26
202407,홍콩,치과,7.89
202407,홍콩,성형외과,6.32
202407,홍콩,대학/종합병원,6.17
202407,홍콩,한의학과,3.3
202407,홍콩,안과,1.85
202407,홍콩,한약방,0.13
202408,홍콩,약국,46.24
202408,홍콩,피부과,32.18
202408,홍콩,치과,5.31
202408,홍콩,성형외과,6.81
202408,홍콩,대학/종합병원,5.16
202408,홍콩,한의학과,2.75
202408,홍콩,안과,1.54
202408,홍콩,한약방,0.02
202409,홍콩,약국,43.18
202409,홍콩,피부과,39.01
202409,홍콩,치과,4.19
202409,홍콩,성형외과,6.48
202409,홍콩,대학/종합병원,3.9
202409,홍콩,한의학과,2.05
202409,홍콩,안과,1.12
202409,홍콩,한약방,0.06
202410,홍콩,약국,42.74
202410,홍콩,피부과,37.51
202410,홍콩,치과,4.18
202410,홍콩,성형외과,8.4
202410,홍콩,대학/종합병원,4.45
202410,홍콩,한의학과,1.89
202410,홍콩,안과,0.81
202410,홍콩,한약방,0.03
202411,홍콩,약국,42.38
202411,홍콩,피부과,38.96
202411,홍콩,치과,4.47
202411,홍콩,성형외과,6.64
202411,홍콩,대학/종합병원,3.82
202411,홍콩,한의학과,2.53
202411,홍콩,안과,1.14
202411,홍콩,한약방,0.07
202412,홍콩,약국,47.38
202412,홍콩,피부과,32.3
202412,홍콩,치과,5.82
202412,홍콩,성형외과,5.73
202412,홍콩,대학/종합병원,4.86
202412,홍콩,한의학과,2.02
202412,홍콩,안과,1.84
202412,홍콩,한약방,0.05
