기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202401,홍콩,피부과,43.13
202401,홍콩,성형외과,30.9
202401,홍콩,대학/종합병원,14.08
202401,홍콩,치과,4.82
202401,홍콩,약국,4.15
202401,홍콩,한의학과,2.37
202401,홍콩,안과,0.55
202401,홍콩,한약방,0.0
202402,홍콩,피부과,46.24
202402,홍콩,성형외과,32.28
202402,홍콩,대학/종합병원,7.39
202402,홍콩,치과,5.09
202402,홍콩,약국,4.34
202402,홍콩,한의학과,3.22
202402,홍콩,안과,1.44
202402,홍콩,한약방,0.0
202403,홍콩,피부과,55.2
202403,홍콩,성형외과,28.37
202403,홍콩,대학/종합병원,5.36
202403,홍콩,치과,6.27
202403,홍콩,약국,2.51
202403,홍콩,한의학과,1.7
202403,홍콩,안과,0.59
202403,홍콩,한약방,0.0
202404,홍콩,피부과,58.04
202404,홍콩,성형외과,24.04
202404,홍콩,대학/종합병원,5.11
202404,홍콩,치과,6.01
202404,홍콩,약국,2.79
202404,홍콩,한의학과,3.02
202404,홍콩,안과,0.98
202404,홍콩,한약방,0.0
202405,홍콩,피부과,62.55
202405,홍콩,성형외과,24.38
202405,홍콩,대학/종합병원,2.99
202405,홍콩,치과,4.77
202405,홍콩,약국,2.62
202405,홍콩,한의학과,1.3
202405,홍콩,안과,1.3
202405,홍콩,한약방,0.09
202406,홍콩,피부과,66.69
202406,홍콩,성형외과,21.73
202406,홍콩,대학/종합병원,2.7
202406,홍콩,치과,4.34
202406,홍콩,약국,2.44
202406,홍콩,한의학과,1.25
202406,홍콩,안과,0.84
202406,홍콩,한약방,0.0
202407,홍콩,피부과,65.48
202407,홍콩,성형외과,16.87
202407,홍콩,대학/종합병원,4.88
202407,홍콩,치과,5.4
202407,홍콩,약국,3.12
202407,홍콩,한의학과,3.04
202407,홍콩,안과,1.2
202407,홍콩,한약방,0.02
202408,홍콩,피부과,69.3
202408,홍콩,성형외과,18.31
202408,홍콩,대학/종합병원,2.92
202408,홍콩,치과,3.19
202408,홍콩,약국,3.01
202408,홍콩,한의학과,2.11
202408,홍콩,안과,1.16
202408,홍콩,한약방,0.0
202409,홍콩,피부과,76.06
202409,홍콩,성형외과,14.79
202409,홍콩,대학/종합병원,1.98
202409,홍콩,치과,3.06
202409,홍콩,약국,2.29
202409,홍콩,한의학과,0.76
202409,홍콩,안과,1.06
202409,홍콩,한약방,0.0
202410,홍콩,피부과,70.18
202410,홍콩,성형외과,20.38
202410,홍콩,대학/종합병원,2.6
202410,홍콩,치과,2.77
202410,홍콩,약국,2.3
202410,홍콩,한의학과,0.97
202410,홍콩,안과,0.79
202410,홍콩,한약방,0.0
202411,홍콩,피부과,74.48
202411,홍콩,성형외과,16.65
202411,홍콩,대학/종합병원,2.03
202411,홍콩,치과,2.21
202411,홍콩,약국,2.61
202411,홍콩,한의학과,0.91
202411,홍콩,안과,1.1
202411,홍콩,한약방,0.0
202412,홍콩,피부과,69.33
202412,홍콩,성형외과,18.38
202412,홍콩,대학/종합병원,3.48
202412,홍콩,치과,3.06
202412,홍콩,약국,2.82
202412,홍콩,한의학과,1.78
202412,홍콩,안과,1.15
202412,홍콩,한약방,0.0
