국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,3.68
홍콩,성형외과,20.35
홍콩,안과,1.03
홍콩,약국,2.74
홍콩,치과,3.85
홍콩,피부과,66.67
홍콩,한약방,0.01
홍콩,한의학과,1.67
