국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,5.42
홍콩,성형외과,7.62
홍콩,안과,1.45
홍콩,약국,44.39
홍콩,치과,5.38
홍콩,피부과,32.96
홍콩,한약방,0.06
홍콩,한의학과,2.71
