국가명,기준연월,소비금액
홍콩,202401,1495912.0
홍콩,202402,1423015.0
홍콩,202403,2257099.0
홍콩,202404,2836605.0
홍콩,202405,3299755.0
홍콩,202406,3836868.0
홍콩,202407,4117679.0
홍콩,202408,3764793.0
홍콩,202409,4638632.0
홍콩,202410,5823650.0
홍콩,202411,5552144.0
홍콩,202412,5875478.0
