국가명,KTO카테고리소분류,소비금액비율(카테고리별)
중국,대학/종합병원,15.81
중국,성형외과,24.61
중국,안과,1.38
중국,약국,28.18
중국,치과,11.16
중국,피부과,15.97
중국,한약방,0.11
중국,한의학과,2.77
