국가명,KTO카테고리소분류,소비건수비율(카테고리별)
중국,대학/종합병원,12.0
중국,성형외과,3.78
중국,안과,0.72
중국,약국,71.32
중국,치과,4.41
중국,피부과,5.45
중국,한약방,0.26
중국,한의학과,2.06
