기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202001,중국,대학/종합병원,7.41
202001,중국,피부과,18.42
202001,중국,치과,4.39
202001,중국,성형외과,35.65
202001,중국,약국,32.06
202001,중국,한의학과,1.38
202001,중국,안과,0.6
202001,중국,한약방,0.09
202002,중국,대학/종합병원,5.44
202002,중국,피부과,7.3
202002,중국,치과,6.78
202002,중국,성형외과,21.08
202002,중국,약국,56.93
202002,중국,한의학과,1.26
202002,중국,안과,0.98
202002,중국,한약방,0.23
202003,중국,대학/종합병원,13.14
202003,중국,피부과,25.48
202003,중국,치과,13.9
202003,중국,성형외과,25.26
202003,중국,약국,15.15
202003,중국,한의학과,4.9
202003,중국,안과,2.14
202003,중국,한약방,0.03
202004,중국,대학/종합병원,20.27
202004,중국,피부과,22.9
202004,중국,치과,25.31
202004,중국,성형외과,15.3
202004,중국,약국,10.56
202004,중국,한의학과,4.67
202004,중국,안과,0.9
202004,중국,한약방,0.1
202005,중국,대학/종합병원,27.61
202005,중국,피부과,16.98
202005,중국,치과,21.66
202005,중국,성형외과,18.82
202005,중국,약국,10.45
202005,중국,한의학과,3.3
202005,중국,안과,1.09
202005,중국,한약방,0.1
202006,중국,대학/종합병원,31.18
202006,중국,피부과,13.77
202006,중국,치과,17.48
202006,중국,성형외과,19.23
202006,중국,약국,8.82
202006,중국,한의학과,5.35
202006,중국,안과,4.18
202006,중국,한약방,0.0
202007,중국,대학/종합병원,25.07
202007,중국,피부과,18.43
202007,중국,치과,18.6
202007,중국,성형외과,20.4
202007,중국,약국,9.84
202007,중국,한의학과,5.05
202007,중국,안과,2.5
202007,중국,한약방,0.12
202008,중국,대학/종합병원,30.88
202008,중국,피부과,15.7
202008,중국,치과,24.16
202008,중국,성형외과,11.96
202008,중국,약국,11.36
202008,중국,한의학과,3.94
202008,중국,안과,1.97
202008,중국,한약방,0.05
202009,중국,대학/종합병원,24.7
202009,중국,피부과,19.37
202009,중국,치과,16.87
202009,중국,성형외과,18.91
202009,중국,약국,10.02
202009,중국,한의학과,8.47
202009,중국,안과,1.64
202009,중국,한약방,0.01
202010,중국,대학/종합병원,41.44
202010,중국,피부과,18.4
202010,중국,치과,15.45
202010,중국,성형외과,9.89
202010,중국,약국,8.79
202010,중국,한의학과,4.72
202010,중국,안과,1.08
202010,중국,한약방,0.23
202011,중국,대학/종합병원,31.6
202011,중국,피부과,13.94
202011,중국,치과,19.33
202011,중국,성형외과,18.88
202011,중국,약국,8.4
202011,중국,한의학과,2.89
202011,중국,안과,4.89
202011,중국,한약방,0.06
202012,중국,대학/종합병원,40.14
202012,중국,피부과,17.74
202012,중국,치과,17.28
202012,중국,성형외과,13.08
202012,중국,약국,6.77
202012,중국,한의학과,3.39
202012,중국,안과,1.59
202012,중국,한약방,0.02
