국가명,기준연월,소비건수
중국,202001,36395.0
중국,202002,24027.0
중국,202003,3754.0
중국,202004,3332.0
중국,202005,3672.0
중국,202006,3688.0
중국,202007,4412.0
중국,202008,4199.0
중국,202009,4563.0
중국,202010,4370.0
중국,202011,5464.0
중국,202012,4783.0
