국가명,KTO카테고리소분류,소비금액비율(카테고리별)
미국,대학/종합병원,14.69
미국,성형외과,29.38
미국,안과,3.52
미국,약국,5.63
미국,치과,10.57
미국,피부과,33.1
미국,한약방,0.02
미국,한의학과,3.09
