기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202401,미국,피부과,25.29
202401,미국,성형외과,29.8
202401,미국,대학/종합병원,22.57
202401,미국,치과,11.0
202401,미국,약국,5.5
202401,미국,안과,2.95
202401,미국,한의학과,2.9
202401,미국,한약방,0.0
202402,미국,피부과,24.22
202402,미국,성형외과,32.07
202402,미국,대학/종합병원,19.73
202402,미국,치과,11.22
202402,미국,약국,5.69
202402,미국,안과,3.69
202402,미국,한의학과,3.33
202402,미국,한약방,0.05
202403,미국,피부과,29.41
202403,미국,성형외과,33.39
202403,미국,대학/종합병원,14.82
202403,미국,치과,10.7
202403,미국,약국,5.13
202403,미국,안과,3.39
202403,미국,한의학과,3.12
202403,미국,한약방,0.04
202404,미국,피부과,30.67
202404,미국,성형외과,31.34
202404,미국,대학/종합병원,15.13
202404,미국,치과,10.94
202404,미국,약국,5.22
202404,미국,안과,3.46
202404,미국,한의학과,3.22
202404,미국,한약방,0.02
202405,미국,피부과,32.1
202405,미국,성형외과,28.91
202405,미국,대학/종합병원,14.74
202405,미국,치과,11.46
202405,미국,약국,5.73
202405,미국,안과,3.74
202405,미국,한의학과,3.3
202405,미국,한약방,0.02
202406,미국,피부과,33.11
202406,미국,성형외과,27.88
202406,미국,대학/종합병원,15.35
202406,미국,치과,10.62
202406,미국,약국,5.8
202406,미국,안과,3.83
202406,미국,한의학과,3.4
202406,미국,한약방,0.01
202407,미국,피부과,32.73
202407,미국,성형외과,27.28
202407,미국,대학/종합병원,15.67
202407,미국,치과,10.96
202407,미국,약국,6.28
202407,미국,안과,3.29
202407,미국,한의학과,3.75
202407,미국,한약방,0.04
202408,미국,피부과,34.85
202408,미국,성형외과,27.47
202408,미국,대학/종합병원,14.2
202408,미국,치과,10.36
202408,미국,약국,6.18
202408,미국,안과,3.46
202408,미국,한의학과,3.47
202408,미국,한약방,0.02
202409,미국,피부과,35.76
202409,미국,성형외과,29.73
202409,미국,대학/종합병원,12.39
202409,미국,치과,10.4
202409,미국,약국,5.26
202409,미국,안과,3.53
202409,미국,한의학과,2.9
202409,미국,한약방,0.02
202410,미국,피부과,35.37
202410,미국,성형외과,30.02
202410,미국,대학/종합병원,12.32
202410,미국,치과,10.4
202410,미국,약국,5.49
202410,미국,안과,3.61
202410,미국,한의학과,2.78
202410,미국,한약방,0.02
202411,미국,피부과,36.35
202411,미국,성형외과,29.47
202411,미국,대학/종합병원,12.45
202411,미국,치과,10.05
202411,미국,약국,5.62
202411,미국,안과,3.52
202411,미국,한의학과,2.53
202411,미국,한약방,0.01
202412,미국,피부과,37.23
202412,미국,성형외과,27.13
202412,미국,대학/종합병원,14.07
202412,미국,치과,9.53
202412,미국,약국,5.69
202412,미국,안과,3.56
202412,미국,한의학과,2.78
202412,미국,한약방,0.02
