기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202401,미국,약국,48.58
202401,미국,피부과,11.73
202401,미국,대학/종합병원,19.07
202401,미국,치과,8.75
202401,미국,성형외과,4.85
202401,미국,한의학과,4.76
202401,미국,안과,2.24
202401,미국,한약방,0.02
202402,미국,약국,47.85
202402,미국,피부과,11.66
202402,미국,대학/종합병원,18.93
202402,미국,치과,8.52
202402,미국,성형외과,5.4
202402,미국,한의학과,5.05
202402,미국,안과,2.53
202402,미국,한약방,0.07
202403,미국,약국,49.84
202403,미국,피부과,13.52
202403,미국,대학/종합병원,15.26
202403,미국,치과,8.19
202403,미국,성형외과,5.79
202403,미국,한의학과,4.69
202403,미국,안과,2.61
202403,미국,한약방,0.1
202404,미국,약국,50.34
202404,미국,피부과,14.08
202404,미국,대학/종합병원,14.19
202404,미국,치과,8.1
202404,미국,성형외과,5.78
202404,미국,한의학과,4.89
202404,미국,안과,2.57
202404,미국,한약방,0.06
202405,미국,약국,51.12
202405,미국,피부과,14.1
202405,미국,대학/종합병원,13.4
202405,미국,치과,8.42
202405,미국,성형외과,5.28
202405,미국,한의학과,4.89
202405,미국,안과,2.73
202405,미국,한약방,0.07
202406,미국,약국,51.35
202406,미국,피부과,14.42
202406,미국,대학/종합병원,13.12
202406,미국,치과,8.69
202406,미국,성형외과,4.74
202406,미국,한의학과,4.6
202406,미국,안과,3.01
202406,미국,한약방,0.07
202407,미국,약국,51.68
202407,미국,피부과,13.69
202407,미국,대학/종합병원,13.66
202407,미국,치과,9.0
202407,미국,성형외과,4.08
202407,미국,한의학과,4.76
202407,미국,안과,3.02
202407,미국,한약방,0.11
202408,미국,약국,52.04
202408,미국,피부과,14.29
202408,미국,대학/종합병원,13.98
202408,미국,치과,8.11
202408,미국,성형외과,4.32
202408,미국,한의학과,4.55
202408,미국,안과,2.64
202408,미국,한약방,0.07
202409,미국,약국,51.73
202409,미국,피부과,15.16
202409,미국,대학/종합병원,12.78
202409,미국,치과,7.8
202409,미국,성형외과,5.34
202409,미국,한의학과,4.62
202409,미국,안과,2.5
202409,미국,한약방,0.07
202410,미국,약국,51.73
202410,미국,피부과,15.31
202410,미국,대학/종합병원,12.06
202410,미국,치과,8.12
202410,미국,성형외과,5.48
202410,미국,한의학과,4.75
202410,미국,안과,2.5
202410,미국,한약방,0.06
202411,미국,약국,51.37
202411,미국,피부과,15.49
202411,미국,대학/종합병원,12.53
202411,미국,치과,7.96
202411,미국,성형외과,5.3
202411,미국,한의학과,4.68
202411,미국,안과,2.63
202411,미국,한약방,0.05
202412,미국,약국,51.78
202412,미국,피부과,14.87
202412,미국,대학/종합병원,12.92
202412,미국,치과,8.55
202412,미국,성형외과,4.53
202412,미국,한의학과,4.5
202412,미국,안과,2.81
202412,미국,한약방,0.05
