국가명,KTO카테고리소분류,소비건수비율(카테고리별)
미국,대학/종합병원,13.89
미국,성형외과,5.05
미국,안과,2.67
미국,약국,51.02
미국,치과,8.35
미국,피부과,14.24
미국,한약방,0.07
미국,한의학과,4.71
