국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,10.42
홍콩,성형외과,33.2
홍콩,안과,1.15
홍콩,약국,4.03
홍콩,치과,7.72
홍콩,피부과,41.08
홍콩,한약방,0.0
홍콩,한의학과,2.39
