,국가명,KTO카테고리소분류,소비금액비율
202301,홍콩,전체,3.63
202302,홍콩,전체,2.87
202303,홍콩,전체,2.5
202304,홍콩,전체,2.7
202305,홍콩,전체,2.13
202306,홍콩,전체,2.11
202307,홍콩,전체,2.55
202308,홍콩,전체,2.95
202309,홍콩,전체,2.31
202310,홍콩,전체,2.46
202311,홍콩,전체,2.27
202312,홍콩,전체,2.99
