,국가명,KTO카테고리소분류,소비건수비율
202301,홍콩,전체,2.73
202302,홍콩,전체,2.1
202303,홍콩,전체,1.93
202304,홍콩,전체,2.04
202305,홍콩,전체,1.73
202306,홍콩,전체,1.67
202307,홍콩,전체,2.17
202308,홍콩,전체,2.05
202309,홍콩,전체,1.71
202310,홍콩,전체,1.78
202311,홍콩,전체,1.71
202312,홍콩,전체,2.48
