국가명,기준연월,소비건수
홍콩,202301,2273.0
홍콩,202302,1615.0
홍콩,202303,2166.0
홍콩,202304,2752.0
홍콩,202305,2570.0
홍콩,202306,2602.0
홍콩,202307,3269.0
홍콩,202308,2826.0
홍콩,202309,2577.0
홍콩,202310,3231.0
홍콩,202311,2997.0
홍콩,202312,3770.0
