방문자 거주지,방문지,방문자 수 비율(%)
태국,경기도,21.7
태국,전라남도,10.6
태국,경상남도,9.8
태국,경상북도,9.6
태국,충청남도,7.2
태국,서울특별시,6.4
태국,인천광역시,5.7
태국,부산광역시,5.0
태국,전북특별자치도,4.8
태국,충청북도,4.6
태국,강원특별자치도,4.4
태국,울산광역시,2.8
태국,대구광역시,2.4
태국,광주광역시,2.0
태국,제주특별자치도,1.8
태국,대전광역시,1.0
태국,세종특별자치시,0.5
