국가명,기준연월,소비금액
미국,202501,1.9119653E7
미국,202502,1.9309623E7
미국,202503,2.851156E7
미국,202504,3.8121822E7
미국,202505,3.2285222E7
미국,202506,3.3720929E7
미국,202507,2.9741737E7
미국,202508,2.3424314E7
미국,202509,3.4358089E7
미국,202510,3.8943033E7
미국,202511,4.2069739E7
미국,202512,3.9750117E7
