,국가명,KTO카테고리소분류,소비건수비율
202501,미국,전체,30.46
202502,미국,전체,29.46
202503,미국,전체,27.57
202504,미국,전체,28.35
202505,미국,전체,27.09
202506,미국,전체,30.12
202507,미국,전체,30.22
202508,미국,전체,24.59
202509,미국,전체,22.49
202510,미국,전체,26.04
202511,미국,전체,24.84
202512,미국,전체,23.94
