,국가명,KTO카테고리소분류,소비금액비율
202501,미국,전체,22.07
202502,미국,전체,22.01
202503,미국,전체,21.87
202504,미국,전체,23.84
202505,미국,전체,22.44
202506,미국,전체,23.82
202507,미국,전체,23.24
202508,미국,전체,19.38
202509,미국,전체,20.66
202510,미국,전체,24.14
202511,미국,전체,22.06
202512,미국,전체,19.34
