기준연월,시도명,소비건수_(전체)
202501,대구광역시,3693.0
202502,대구광역시,3310.0
202503,대구광역시,4723.0
202504,대구광역시,5317.0
202505,대구광역시,5369.0
202506,대구광역시,5689.0
202507,대구광역시,5412.0
202508,대구광역시,4439.0
202509,대구광역시,5597.0
202510,대구광역시,5208.0
202511,대구광역시,4182.0
202512,대구광역시,4387.0
