기준연월,시도명,소비금액_(전체)
202501,전국,8.6639956E7
202502,전국,8.7718773E7
202503,전국,1.30376501E8
202504,전국,1.5993776E8
202505,전국,1.43857776E8
202506,전국,1.41553135E8
202507,전국,1.28001473E8
202508,전국,1.20863557E8
202509,전국,1.66323176E8
202510,전국,1.61332312E8
202511,전국,1.90707719E8
202512,전국,2.05531135E8
