기준연월,시도명,소비건수_(전체)
202501,전국,192313.0
202502,전국,181690.0
202503,전국,272283.0
202504,전국,335052.0
202505,전국,335777.0
202506,전국,337094.0
202507,전국,311126.0
202508,전국,280155.0
202509,전국,375082.0
202510,전국,376409.0
202511,전국,427456.0
202512,전국,407946.0
