국가명,기준연월,소비건수
중국,202501,15854.0
중국,202502,12913.0
중국,202503,20964.0
중국,202504,25441.0
중국,202505,25323.0
중국,202506,26029.0
중국,202507,27120.0
중국,202508,25057.0
중국,202509,28584.0
중국,202510,25339.0
중국,202511,26241.0
중국,202512,30544.0
