,국가명,KTO카테고리소분류,소비건수비율
202501,중국,전체,8.24
202502,중국,전체,7.11
202503,중국,전체,7.7
202504,중국,전체,7.59
202505,중국,전체,7.54
202506,중국,전체,7.72
202507,중국,전체,8.72
202508,중국,전체,8.94
202509,중국,전체,7.62
202510,중국,전체,6.73
202511,중국,전체,6.14
202512,중국,전체,7.49
