,국가명,KTO카테고리소분류,소비건수비율
202501,홍콩,전체,3.78
202502,홍콩,전체,3.5
202503,홍콩,전체,3.51
202504,홍콩,전체,3.85
202505,홍콩,전체,3.71
202506,홍콩,전체,3.65
202507,홍콩,전체,4.04
202508,홍콩,전체,3.9
202509,홍콩,전체,3.61
202510,홍콩,전체,3.14
202511,홍콩,전체,3.4
202512,홍콩,전체,4.1
