국가명,기준연월,소비건수
홍콩,202501,7268.0
홍콩,202502,6356.0
홍콩,202503,9563.0
홍콩,202504,12909.0
홍콩,202505,12446.0
홍콩,202506,12314.0
홍콩,202507,12575.0
홍콩,202508,10925.0
홍콩,202509,13522.0
홍콩,202510,11818.0
홍콩,202511,14525.0
홍콩,202512,16745.0
