국가명,기준연월,소비금액
홍콩,202501,4428692.0
홍콩,202502,4849243.0
홍콩,202503,7623108.0
홍콩,202504,9372933.0
홍콩,202505,7940411.0
홍콩,202506,7487264.0
홍콩,202507,6880595.0
홍콩,202508,6365768.0
홍콩,202509,9379409.0
홍콩,202510,8209985.0
홍콩,202511,1.0972534E7
홍콩,202512,1.1807254E7
