,국가명,KTO카테고리소분류,소비금액비율
202101,홍콩,전체,1.78
202102,홍콩,전체,1.92
202103,홍콩,전체,2.12
202104,홍콩,전체,2.53
202105,홍콩,전체,2.16
202106,홍콩,전체,2.33
202107,홍콩,전체,2.31
202108,홍콩,전체,2.38
202109,홍콩,전체,2.27
202110,홍콩,전체,2.42
202111,홍콩,전체,1.6
202112,홍콩,전체,2.23
