국가명,KTO카테고리소분류,소비건수비율(카테고리별)
홍콩,대학/종합병원,27.97
홍콩,성형외과,4.54
홍콩,안과,1.99
홍콩,약국,38.62
홍콩,치과,11.1
홍콩,피부과,10.78
홍콩,한약방,0.04
홍콩,한의학과,4.95
