기준연월,국가명,KTO카테고리소분류,소비금액비율_전체
202101,홍콩,대학/종합병원,16.29
202101,홍콩,성형외과,18.71
202101,홍콩,피부과,29.51
202101,홍콩,치과,18.91
202101,홍콩,안과,2.56
202101,홍콩,약국,4.78
202101,홍콩,한의학과,9.24
202102,홍콩,대학/종합병원,30.58
202102,홍콩,성형외과,11.68
202102,홍콩,피부과,17.62
202102,홍콩,치과,20.98
202102,홍콩,안과,7.02
202102,홍콩,약국,7.92
202102,홍콩,한의학과,4.19
202103,홍콩,대학/종합병원,30.9
202103,홍콩,성형외과,11.53
202103,홍콩,피부과,24.22
202103,홍콩,치과,12.69
202103,홍콩,안과,3.28
202103,홍콩,약국,7.31
202103,홍콩,한의학과,10.08
202104,홍콩,대학/종합병원,20.51
202104,홍콩,성형외과,23.49
202104,홍콩,피부과,25.17
202104,홍콩,치과,16.45
202104,홍콩,안과,2.05
202104,홍콩,약국,6.0
202104,홍콩,한의학과,6.33
202105,홍콩,대학/종합병원,32.14
202105,홍콩,성형외과,14.22
202105,홍콩,피부과,27.73
202105,홍콩,치과,14.02
202105,홍콩,안과,2.43
202105,홍콩,약국,5.46
202105,홍콩,한의학과,4.01
202106,홍콩,대학/종합병원,18.5
202106,홍콩,성형외과,19.77
202106,홍콩,피부과,26.87
202106,홍콩,치과,21.85
202106,홍콩,안과,2.37
202106,홍콩,약국,5.91
202106,홍콩,한의학과,4.72
202107,홍콩,한약방,0.21
202107,홍콩,대학/종합병원,24.89
202107,홍콩,성형외과,15.65
202107,홍콩,피부과,25.12
202107,홍콩,치과,18.93
202107,홍콩,안과,2.83
202107,홍콩,약국,6.46
202107,홍콩,한의학과,5.91
202108,홍콩,대학/종합병원,30.2
202108,홍콩,성형외과,16.96
202108,홍콩,피부과,21.78
202108,홍콩,치과,17.88
202108,홍콩,안과,0.44
202108,홍콩,약국,7.17
202108,홍콩,한의학과,5.57
202109,홍콩,한약방,0.12
202109,홍콩,대학/종합병원,18.48
202109,홍콩,성형외과,18.18
202109,홍콩,피부과,34.82
202109,홍콩,치과,16.91
202109,홍콩,안과,1.53
202109,홍콩,약국,6.85
202109,홍콩,한의학과,3.11
202110,홍콩,한약방,0.07
202110,홍콩,대학/종합병원,31.61
202110,홍콩,성형외과,16.78
202110,홍콩,피부과,23.16
202110,홍콩,치과,16.77
202110,홍콩,안과,1.42
202110,홍콩,약국,6.45
202110,홍콩,한의학과,3.73
202111,홍콩,한약방,0.03
202111,홍콩,대학/종합병원,27.3
202111,홍콩,성형외과,12.05
202111,홍콩,피부과,33.92
202111,홍콩,치과,13.01
202111,홍콩,안과,1.51
202111,홍콩,약국,7.24
202111,홍콩,한의학과,4.93
202112,홍콩,대학/종합병원,31.52
202112,홍콩,성형외과,21.17
202112,홍콩,피부과,16.93
202112,홍콩,치과,11.56
202112,홍콩,안과,7.92
202112,홍콩,약국,6.8
202112,홍콩,한의학과,4.08
