,국가명,KTO카테고리소분류,소비건수비율
202101,홍콩,전체,1.46
202102,홍콩,전체,1.6
202103,홍콩,전체,1.7
202104,홍콩,전체,1.69
202105,홍콩,전체,1.62
202106,홍콩,전체,1.26
202107,홍콩,전체,1.77
202108,홍콩,전체,1.85
202109,홍콩,전체,1.79
202110,홍콩,전체,1.69
202111,홍콩,전체,1.61
202112,홍콩,전체,1.66
