국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,26.14
홍콩,성형외과,17.0
홍콩,안과,2.8
홍콩,약국,6.53
홍콩,치과,16.68
홍콩,피부과,25.48
홍콩,한약방,0.04
홍콩,한의학과,5.33
