,국가명,KTO카테고리소분류,소비금액비율
202301,일본,전체,15.9
202302,일본,전체,18.54
202303,일본,전체,18.64
202304,일본,전체,17.06
202305,일본,전체,19.82
202306,일본,전체,23.01
202307,일본,전체,25.53
202308,일본,전체,25.77
202309,일본,전체,26.71
202310,일본,전체,21.66
202311,일본,전체,25.81
202312,일본,전체,22.86
