국가명,KTO카테고리소분류,소비건수비율(카테고리별)
일본,대학/종합병원,1.89
일본,성형외과,16.56
일본,안과,0.27
일본,약국,34.43
일본,치과,1.56
일본,피부과,42.72
일본,한약방,0.13
일본,한의학과,2.44
