기준연월,국가명,KTO카테고리소분류,소비건수비율_전체
202301,일본,피부과,23.04
202301,일본,약국,42.71
202301,일본,성형외과,17.11
202301,일본,한의학과,5.65
202301,일본,대학/종합병원,7.21
202301,일본,치과,3.56
202301,일본,안과,0.58
202301,일본,한약방,0.15
202302,일본,피부과,25.84
202302,일본,약국,39.89
202302,일본,성형외과,21.21
202302,일본,한의학과,4.55
202302,일본,대학/종합병원,5.07
202302,일본,치과,2.86
202302,일본,안과,0.42
202302,일본,한약방,0.16
202303,일본,피부과,31.04
202303,일본,약국,40.47
202303,일본,성형외과,18.33
202303,일본,한의학과,3.52
202303,일본,대학/종합병원,3.66
202303,일본,치과,2.38
202303,일본,안과,0.44
202303,일본,한약방,0.15
202304,일본,피부과,33.59
202304,일본,약국,39.37
202304,일본,성형외과,17.46
202304,일본,한의학과,3.21
202304,일본,대학/종합병원,3.37
202304,일본,치과,2.46
202304,일본,안과,0.36
202304,일본,한약방,0.18
202305,일본,피부과,39.61
202305,일본,약국,37.05
202305,일본,성형외과,16.41
202305,일본,한의학과,3.0
202305,일본,대학/종합병원,1.78
202305,일본,치과,1.77
202305,일본,안과,0.24
202305,일본,한약방,0.14
202306,일본,피부과,44.57
202306,일본,약국,32.53
202306,일본,성형외과,17.06
202306,일본,한의학과,2.48
202306,일본,대학/종합병원,1.59
202306,일본,치과,1.44
202306,일본,안과,0.23
202306,일본,한약방,0.1
202307,일본,피부과,47.84
202307,일본,약국,30.4
202307,일본,성형외과,16.39
202307,일본,한의학과,2.38
202307,일본,대학/종합병원,1.35
202307,일본,치과,1.26
202307,일본,안과,0.28
202307,일본,한약방,0.09
202308,일본,피부과,44.17
202308,일본,약국,34.49
202308,일본,성형외과,15.86
202308,일본,한의학과,1.87
202308,일본,대학/종합병원,1.78
202308,일본,치과,1.41
202308,일본,안과,0.29
202308,일본,한약방,0.13
202309,일본,피부과,49.28
202309,일본,약국,31.04
202309,일본,성형외과,15.35
202309,일본,한의학과,1.79
202309,일본,대학/종합병원,1.07
202309,일본,치과,1.17
202309,일본,안과,0.2
202309,일본,한약방,0.12
202310,일본,피부과,46.71
202310,일본,약국,33.01
202310,일본,성형외과,15.87
202310,일본,한의학과,1.88
202310,일본,대학/종합병원,0.93
202310,일본,치과,1.19
202310,일본,안과,0.22
202310,일본,한약방,0.18
202311,일본,피부과,46.46
202311,일본,약국,32.78
202311,일본,성형외과,16.56
202311,일본,한의학과,1.77
202311,일본,대학/종합병원,1.07
202311,일본,치과,1.11
202311,일본,안과,0.16
202311,일본,한약방,0.08
202312,일본,피부과,43.75
202312,일본,약국,35.08
202312,일본,성형외과,15.95
202312,일본,한의학과,2.06
202312,일본,대학/종합병원,1.38
202312,일본,치과,1.32
202312,일본,안과,0.25
202312,일본,한약방,0.2
