국가명,KTO카테고리소분류,소비금액비율(카테고리별)
홍콩,대학/종합병원,2.14
홍콩,성형외과,14.4
홍콩,안과,0.54
홍콩,약국,4.98
홍콩,치과,2.31
홍콩,피부과,74.63
홍콩,한약방,0.0
홍콩,한의학과,1.0
